OBJECTID,parcel_py_PARCEL,parcel_py_PARCEL_NBR,parcel_py_ACRE,LAndBAnkTop100CSVUpdate_csv_PAR,LAndBAnkTop100CSVUpdate_csv_ACR,LAndBAnkTop100CSVUpdate_csv_OWN,LAndBAnkTop100CSVUpdate_csv_Add,LAndBAnkTop100CSVUpdate_csv_NUM,LAndBAnkTop100CSVUpdate_csv_DIR,LAndBAnkTop100CSVUpdate_csv_ST_,LAndBAnkTop100CSVUpdate_csv_SUF,LAndBAnkTop100CSVUpdate_csv_MIS,LAndBAnkTop100CSVUpdate_csv_CIT,LAndBAnkTop100CSVUpdate_csv_STA,LAndBAnkTop100CSVUpdate_csv_ZIP,LAndBAnkTop100CSVUpdate_csv_DEL,LAndBAnkTop100CSVUpdate_csv_VAC,LAndBAnkTop100CSVUpdate_csv_LAN,LAndBAnkTop100CSVUpdate_csv_ORI,LAndBAnkTop100CSVUpdate_csv_Sub,LAndBAnkTop100CSVUpdate_csv_Tax,LAndBAnkTop100CSVUpdate_csv_Sch,LAndBAnkTop100CSVUpdate_csv_UGD,LAndBAnkTop100CSVUpdate_csv_UGA,LAndBAnkTop100CSVUpdate_csv_Pla,LAndBAnkTop100CSVUpdate_csv_Map,LAndBAnkTop100CSVUpdate_csv_Use,LAndBAnkTop100CSVUpdate_csv_App,LAndBAnkTop100CSVUpdate_csv_A_1,LAndBAnkTop100CSVUpdate_csv_Rem,LAndBAnkTop100CSVUpdate_csv_R_1,LAndBAnkTop100CSVUpdate_csv_Unb,LAndBAnkTop100CSVUpdate_csv_R_2,LAndBAnkTop100CSVUpdate_csv_Bui,LAndBAnkTop100CSVUpdate_csv_Hom,LAndBAnkTop100CSVUpdate_csv_Res,LAndBAnkTop100CSVUpdate_csv_Sum,LAndBAnkTop100CSVUpdate_csv_Mea,LAndBAnkTop100CSVUpdate_csv_R_3,LAndBAnkTop100CSVUpdate_csv_B_1,LAndBAnkTop100CSVUpdate_csv_H_1,LAndBAnkTop100CSVUpdate_csv_S_1,LAndBAnkTop100CSVUpdate_csv_M_1,LAndBAnkTop100CSVUpdate_csv_Lot,LAndBAnkTop100CSVUpdate_csv_Ran,LAndBAnkTop100CSVUpdate_csv_R_4,LAndBAnkTop100CSVUpdate_csv_P_1,LAndBAnkTop100CSVUpdate_csv_Dem,LAndBAnkTop100CSVUpdate_csv_Und,LAndBAnkTop100CSVUpdate_csv_Flo,LAndBAnkTop100CSVUpdate_csv_His,LAndBAnkTop100CSVUpdate_csv_Soi,Shape__Area,Shape__Length
1122,093719,93719,0.121753189325996,93719,0.121753,WYANDOTTE COUNTY LANDBANK,1101  TENNY AVE ,1101,,TENNY,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R48480,BELLE VIEW ADD,10,500,2,2,51.6,5303.569,Residential highest and best use,830,0,LBHD,31,<Null>,3,<Null>,<Null>,40,1472360,36809,0.76,0,0,0.641,0.769,0.36625,648,,93719,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",5303.56896972656,334.053876122369
1123,065330,65330,0.12093189426183,65330,0.120932,WYANDOTTE COUNTY LANDBANK,1834  WALKER AVE ,1834,,WALKER,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R50935,WESTHEIGHT MANOR NO 3 REP,10,500,4,1,50,5267.793,Residential highest and best use,11900,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,53,2486710,46919.0566,0.576,0,0,0.874,0.848,0.35925,688,,65330,<Null>,<Null>,<Null>,Westheight Manor,"Knox silt loam, 7 to 12 percent slopes",5267.79327392578,329.050703730514
1124,163397,163397,0.339233954865615,163397,0.339234,WYANDOTTE COUNTY LANDBANK,2855 N 27TH ST ,2855,N,27TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R7423,KENWOOD,10,500,4,1,40,14777.031,Residential highest and best use,350,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,69,1744800,25286.95652,0,0,0,0.722,0.6,0.16525,1591,,163397,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",14777.0309448242,498.176033893049
1125,111515,111515,0.0761953960439674,111515,0.076195,WYANDOTTE COUNTY LANDBANK,726  GREELEY AVE ,726,,GREELEY,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2041,GORDON PLACE,10,500,1,1,30,3319.071,Residential highest and best use,220,0,<Null>,<Null>,<Null>,1,<Null>,1,60,735090,12251.5,0.317,0,0.866,0.395,0.331,0.3865,540,,111515,1998,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3319.07141113281,291.375960473183
1126,111414,111414,0.139255933198154,111414,0.139256,WYANDOTTE COUNTY LANDBANK,624  LAFAYETTE AVE ,624,,LAFAYETTE,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2114,FLORENCE PLACE,10,500,1,1,37.5,6065.988,Residential highest and best use,260,0,LBHD,6,<Null>,4,<Null>,<Null>,73,1149290,15743.69863,0.866,0,0,0.546,0.412,0.33625,797,,111414,2008,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6065.98840332031,394.334197918787
1127,038104,38104,0.227341270230785,38104,0.227341,WYANDOTTE COUNTY LANDBANK,5626  LONGWOOD AVE ,5626,,LONGWOOD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R10568,TUDORS ADD,10,500,8,1,72,9902.986,Residential highest and best use,3510,0,<Null>,<Null>,<Null>,1,<Null>,1,29,2684840,92580.68966,0.317,0,0.866,0.899,0.964,0.528625,211,,38104,0,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",9902.98571777344,421.166346167971
1128,038105,38105,0.253230076321467,38105,0.25323,WYANDOTTE COUNTY LANDBANK,5634  LONGWOOD AVE ,5634,,LONGWOOD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R10567,TUDORS ADD,10,500,8,1,80,11030.702,Residential highest and best use,3640,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,27,2496060,92446.66667,0,0,0,0.875,0.963,0.22975,1267,,38105,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",11030.7021484375,437.228812592606
1129,298023,298023,0.146816870951505,298023,0.146817,WYANDOTTE COUNTY LANDBANK,1102  RIVERVIEW AVE ,1102,,RIVERVIEW,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R48499,VILLAGE OF FOUNTAINS,10,500,2,2,50,6395.343,Residential highest and best use,890,0,LBHD,31,<Null>,4,<Null>,<Null>,43,1425340,33147.44186,0.866,0,0,0.628,0.723,0.385375,548,,298023,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6395.34289550781,347.764963345005
1130,098573,98573,0.138038321670859,98573,0.138038,WYANDOTTE COUNTY LANDBANK,1615  GARFIELD AVE ,1615,,GARFIELD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R44386,LONDON HEIGHTS,10,500,4,1,50,6012.949,Residential highest and best use,260,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,84,2818720,33556.19048,0.866,0,0,0.917,0.727,0.422,376,,98573,2000,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6012.94934082031,340.458186653376
1131,081094,81094,0.144583309366366,81094,0.144583,WYANDOTTE COUNTY LANDBANK,909  WALKER AVE ,909,,WALKER,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R45180,WYANDOTTE CITY,10,500,4,1,50,6298.049,Residential highest and best use,270,0,LBHD,10,<Null>,0,<Null>,<Null>,46,458020,9956.956522,0,0,0,0.278,0.267,0.068125,2011,,81094,2005,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6298.04901123047,354.953749072048
1132,098915,98915,0.111239080966888,98915,0.111239,WYANDOTTE COUNTY LANDBANK,1238  RICHMOND AVE ,1238,,RICHMOND,AVE,,KANSAS CITY,KS,66104,<Null>,<Null>,<Null>,R44343,ASHLEY PLACE,10,500,4,1,40,4845.574,Residential highest and best use,250,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,67,1057780,15787.76119,0.576,0,0,0.514,0.414,0.26,1126,,98915,2018,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",4845.57434082031,325.316009136899
1133,082325,82325,0.0773070415742945,82325,0.077307,WYANDOTTE COUNTY LANDBANK,839  NEW JERSEY AVE ,839,,NEW JERSEY,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43424,WYANDOTTE CITY,10,500,4,1,25,3367.495,Residential highest and best use,220,0,LBHD,10,<Null>,1,<Null>,<Null>,51,288640,5659.607843,0.317,0,0,0.162,0.102,0.11225,1858,,82325,1999,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3367.49468994141,319.225810720852
1134,140614,140614,0.0672181791807583,140614,0.067218,WYANDOTTE COUNTY LANDBANK,1967 N 6TH ST ,1967,N,6TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43150,SUNNYSIDE,10,500,1,1,25,2928.024,Residential highest and best use,210,0,<Null>,<Null>,<Null>,1,1,<Null>,75,510100,6801.333333,0.317,0.949,0,0.303,0.156,0.373875,611,,140614,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2928.02386474609,291.757671389473
1135,081171,81171,0.0781354484729144,81171,0.078135,WYANDOTTE COUNTY LANDBANK,1016  FREEMAN AVE ,1016,,FREEMAN,AVE,,KANSAS CITY,KS,66102,Y,Y,<Null>,R45350,WYANDOTTE CITY,10,500,4,1,25,3403.58,Residential highest and best use,220,0,<Null>,<Null>,<Null>,2,1,1,73,950780,13024.38356,0.576,0.949,0.866,0.474,0.35,0.70075,51,20,81171,2000,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3403.58020019531,320.020155421478
1136,081073,81073,0.0709905886066412,81073,0.070991,WYANDOTTE COUNTY LANDBANK,942  WALKER AVE ,942,,WALKER,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43909,WYANDOTTE CITY,10,500,4,1,25,3092.35,Residential highest and best use,210,0,LBHD,10,<Null>,0,<Null>,<Null>,37,380250,10277.02703,0,0,0,0.223,0.281,0.063,2035,,81073,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3092.35003662109,296.271486970086
1137,067103,67103,0.188523740262551,67103,0.188524,WYANDOTTE COUNTY LANDBANK,1209  BUNKER AVE ,1209,,BUNKER,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R59085,BOSTON PLACE B1-8,10,500,2,2,65,8212.094,Residential highest and best use,840,0,LBHD,29,<Null>,1,<Null>,<Null>,83,2415700,29104.81928,0.317,0,0,0.863,0.659,0.2695,1081,,67103,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8212.09411621094,382.830898252955
1138,093184,93184,0.157037519054571,93184,0.157038,WYANDOTTE COUNTY LANDBANK,932  NORTHRUP AVE ,932,,NORTHRUP,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R48412,HUSTED & STUMPFS ADD,10,500,2,2,50,6840.554,Residential highest and best use,760,0,LBHD,1,<Null>,3,<Null>,<Null>,115,2663390,23159.91304,0.76,0,0,0.896,0.567,0.372875,615,,93184,1996,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6840.55432128906,374.351572631894
1139,095277,95277,0.076425023549295,95277,0.076425,WYANDOTTE COUNTY LANDBANK,1914 N MILL ST ,1914,N,MILL,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43955,BRIGHTON HILL,10,500,4,1,27.5,3329.074,Residential highest and best use,220,0,LBHD,0,<Null>,0,<Null>,<Null>,40,600600,15015,0,0,0,0.348,0.393,0.092625,1938,,95277,2001,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3329.07403564453,294.080969310433
1140,095172,95172,0.0752127842793343,95172,0.075213,WYANDOTTE COUNTY LANDBANK,633  FRANKLIN AVE ,633,,FRANKLIN,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43252,BRIGHTON HILL,10,500,1,1,30,3276.269,Residential highest and best use,220,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,19,230650,12139.47368,0.317,0,0,0.109,0.328,0.133875,1753,,95172,2011,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3276.26892089844,282.672390444454
1141,095165,95165,0.0855743880072801,95165,0.085574,WYANDOTTE COUNTY LANDBANK,639  GARFIELD AVE ,639,,GARFIELD,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43225,BRIGHTON HILL,10,500,1,1,32,3727.62,Residential highest and best use,230,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,54,395090,7316.481481,0.317,0,0,0.239,0.179,0.1315,1768,,95165,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3727.62036132813,301.182133319963
1142,081157,81157,0.0750909733810448,81157,0.075091,WYANDOTTE COUNTY LANDBANK,920  FREEMAN AVE ,920,,FREEMAN,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R45382,WYANDOTTE CITY,10,500,4,1,25,3270.963,Residential highest and best use,220,0,LBHD,10,<Null>,2,<Null>,<Null>,56,336100,6001.785714,0.576,0,0,0.191,0.118,0.182625,1510,,81157,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3270.962890625,315.884498788099
1143,209634,209634,0.0853948539013733,209634,0.085395,WYANDOTTE COUNTY LANDBANK,1231  WOOD AVE ,1231,,WOOD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R44521,LONDON HEIGHTS 2ND SUB,10,500,4,1,30,3719.8,Residential highest and best use,230,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,54,494910,9165,0.576,0,0,0.295,0.249,0.212,1357,,209634,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3719.79986572266,303.343233843531
1144,056647,56647,0.133650072508899,56647,0.13365,WYANDOTTE COUNTY LANDBANK,305 N 35TH ST ,305,N,35TH,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R55010,GRANDVIEW ORCHARD,10,500,4,1,50,5821.797,Residential highest and best use,740,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,61,2251220,36905.2459,0.866,0,0,0.839,0.77,0.417625,396,,56647,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",5821.79718017578,326.74695998588
1145,058943,58943,0.155285566231095,58943,0.155286,WYANDOTTE COUNTY LANDBANK,249 N 25TH ST ,249,N,25TH,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R55549,CLIFTON HILLS,10,500,4,1,50,6764.239,Residential highest and best use,760,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,70,3890360,55576.57143,0.76,0,0,0.972,0.883,0.421875,377,,58943,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6764.2392578125,371.269409481643
1146,154832,154832,0.0655647208223444,154832,0.065565,WYANDOTTE COUNTY LANDBANK,609  MELVILLE ST ,609,,MELVILLE,ST,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R62608,CENTER,10,500,3,2,25,2855.999,Residential highest and best use,410,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,37,1030060,27839.45946,0.317,0,0,0.503,0.641,0.22225,1307,,154832,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",2855.99920654297,268.635988345614
1147,067081,67081,0.264653217174125,67081,0.264653,WYANDOTTE COUNTY LANDBANK,1256  PACIFIC AVE ,1256,,PACIFIC,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R59076,BOSTON PLACE B1-8,10,500,2,2,90,11528.294,Residential highest and best use,1040,0,LBHD,29,<Null>,2,<Null>,<Null>,86,2494490,29005.69767,0.576,0,0,0.874,0.658,0.3355,800,,67081,2005,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",11528.294128418,435.88581497243
1148,093297,93297,0.0710463609260108,93297,0.071046,WYANDOTTE COUNTY LANDBANK,953  OHIO AVE ,953,,OHIO,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R48399,HUSTED & STUMPFS ADD,10,500,2,2,25,3094.779,Residential highest and best use,510,0,LBHD,1,<Null>,4,<Null>,<Null>,100,2720230,27202.3,0.866,0,0,0.906,0.629,0.408375,435,,93297,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3094.77947998047,297.4016005268
1149,066310,66310,0.150746597295918,66310,0.150747,WYANDOTTE COUNTY LANDBANK,112 S 17TH ST ,112,S,17TH,ST,,KANSAS CITY,KS,66102,Y,Y,<Null>,R58920,RIVERVIEW HEIGHTS,10,500,2,2,50,6566.522,Residential highest and best use,750,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,44,1472840,33473.63636,0.576,0,0,0.641,0.725,0.31475,883,,66310,1999,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6566.52178955078,358.762733386855
1150,073152,73152,0.0749964388628689,73152,0.074996,WYANDOTTE COUNTY LANDBANK,831 S 10TH ST ,831,S,10TH,ST,,KANSAS CITY,KS,66105,Y,Y,<Null>,R60261,ARMOURDALE B73-99,80,500,2,2,25,3266.845,Residential highest and best use,850,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,74,1527950,20647.97297,0,0,0,0.659,0.511,0.14625,1683,,73152,<Null>,<Null>,<Null>,<Null>,"Eudora-Urban land complex, rarely flooded",3266.84490966797,314.104610203292
1151,128642,128642,0.296952910862319,128642,0.296953,WYANDOTTE COUNTY LANDBANK,1307  SPRINGHORN RD ,1307,,SPRINGHORN,RD,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R64138,SAGE PLACE NO 2,10,500,3,2,55.38,12935.269,Residential highest and best use,3580,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,39,1565630,40144.35897,0.317,0,0,0.674,0.801,0.263625,1104,,128642,<Null>,<Null>,<Null>,<Null>,"Gosport-Sogn complex, 7 to 35 percent slopes",12935.2688598633,622.450476258487
1152,126399,126399,0.160326098138865,126399,0.160326,WYANDOTTE COUNTY LANDBANK,2112 S BOEKE ST ,2112,S,BOEKE,ST,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R64345,SAUER HIGHLANDS,10,500,3,2,50,6983.805,Residential highest and best use,1020,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,45,1825100,40557.77778,0,0,0,0.743,0.806,0.193625,1458,,126399,<Null>,<Null>,<Null>,<Null>,"Gosport-Sogn complex, 7 to 35 percent slopes",6983.80487060547,379.92689556319
1153,170302,170302,0.188446864950404,170302,0.188447,WYANDOTTE COUNTY LANDBANK,1744 S 36TH ST ,1744,S,36TH,ST,,KANSAS CITY,KS,66106,<Null>,Y,<Null>,R68232,ALTHA PLACE,10,500,3,2,65,8208.745,Residential highest and best use,530,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,23,1085100,47178.26087,0.317,0,0,0.522,0.851,0.250875,1168,,170302,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",8208.74536132813,382.584251445128
1154,161100,161100,0.312129544016648,161100,0.31213,WYANDOTTE COUNTY LANDBANK,1735 S 22ND ST ,1735,S,22ND,ST,,KANSAS CITY,KS,66106,<Null>,Y,<Null>,R67367,SANTA FE PLACE,10,500,3,2,100,13596.363,Residential highest and best use,20810,0,<Null>,<Null>,<Null>,0,1,1,14,2049610,146400.7143,0,0.949,0.866,0.798,0.995,0.677875,59,27,161100,2014,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",13596.3629760742,468.818201721723
1155,154939,154939,0.252567457664495,154939,0.252567,WYANDOTTE COUNTY LANDBANK,1880 S ST PAUL ST ,1880,S,ST PAUL,ST,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R62860,CENTER,10,500,3,2,100,11001.838,Residential highest and best use,570,0,LBHD,0,<Null>,1,<Null>,<Null>,59,2638020,44712.20339,0.317,0,0,0.892,0.837,0.295375,960,,154939,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",11001.8385009766,419.917224284336
1156,168225,168225,0.118925922157151,168225,0.118926,WYANDOTTE COUNTY LANDBANK,3611  DOUGLAS AVE ,3611,,DOUGLAS,AVE,,KANSAS CITY,KS,66106,<Null>,Y,<Null>,R68464,HADLEYS ADD,10,500,3,2,112,5180.413,Residential highest and best use,940,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,23,593930,25823.04348,0,0,0,0.345,0.607,0.119,1822,,168225,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",5180.4130859375,316.650778535749
1157,156793,156793,0.096658460405542,156793,0.096658,WYANDOTTE COUNTY LANDBANK,1005  LAFAYETTE AVE ,1005,,LAFAYETTE,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R1469,ROCKINGHAM PLACE,10,500,4,1,44,4210.443,Residential highest and best use,240,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,56,717420,12811.07143,0,0,0,0.389,0.344,0.091625,1943,,156793,1999,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4210.44256591797,284.810904003306
1158,170414,170414,0.286795456139036,170414,0.286795,WYANDOTTE COUNTY LANDBANK,1829 S 37TH TER ,1829,S,37TH,TER,,KANSAS CITY,KS,66106,<Null>,Y,<Null>,R68277,TERRACE ADD,10,500,3,2,100,12492.81,Residential highest and best use,590,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,29,1006240,34697.93103,0,0,0,0.494,0.745,0.154875,1638,,170414,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",12492.8099975586,449.172677973524
1159,170423,170423,0.217539186896634,170423,0.217539,WYANDOTTE COUNTY LANDBANK,1844 S 37TH TER ,1844,S,37TH,TER,,KANSAS CITY,KS,66106,<Null>,Y,<Null>,R68287,TERRACE ADD,10,500,3,2,75,9476.007,Residential highest and best use,550,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,21,454900,21661.90476,0,0,0,0.275,0.538,0.101625,1904,,170423,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",9476.00701904297,401.58394752093
1160,012317,12317,0.227479040148475,12317,0.227479,WYANDOTTE COUNTY LANDBANK,7648  ROSWELL AVE ,7648,,ROSWELL,AVE,,KANSAS CITY,KS,66109,<Null>,Y,<Null>,R16973,HILLCREST PARK,10,500,5,1,95,9908.987,Residential highest and best use,20240,0,<Null>,<Null>,<Null>,3,<Null>,1,35,3481690,99476.85714,0.76,0,0.866,0.956,0.975,0.647875,81,36,12317,2004,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",9908.98699951172,400.020921654535
1161,068830,68830,0.0939867995438179,68830,0.093987,WYANDOTTE COUNTY LANDBANK,1930  GARFIELD AVE ,1930,,GARFIELD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R50636,CHELSEA PLACE,10,500,4,1,43.33,4094.065,Residential highest and best use,230,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,54,1506370,27895.74074,0.317,0,0,0.654,0.643,0.241375,1208,,68830,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4094.06506347656,297.805863006621
1162,921304,921304,1.04831752721672,921304,1.048318,WYANDOTTE COUNTY LANDBANK,2726 N 59TH ST ,2726,N,59TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R14649,<Null>,10,500,1,1,352,45664.711,Residential highest and best use,4100,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,11,967890,87990,0,0,0,0.481,0.956,0.179625,1530,,921304,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",45664.7114257813,963.859314366209
1163,075333,75333,0.0693574852103533,75333,0.069357,WYANDOTTE COUNTY LANDBANK,1953 N 26TH ST ,1953,N,26TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R50550,"CHELSEA PARK PT B2-3, B15-16",10,500,4,1,25,3021.212,Residential highest and best use,210,0,<Null>,<Null>,<Null>,7,<Null>,<Null>,73,2001730,27420.9589,0.987,0,0,0.787,0.633,0.42425,369,,75333,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3021.21197509766,289.945522566026
1164,068859,68859,0.198979220610623,68859,0.198979,WYANDOTTE COUNTY LANDBANK,1842  GLENDALE AVE ,1842,,GLENDALE,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R50767,CHELSEA PLACE,10,500,4,1,64,8667.535,Residential highest and best use,290,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,48,1698380,35382.91667,0.76,0,0,0.709,0.753,0.37275,617,,68859,2010,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8667.53485107422,386.959541944296
1165,068991,68991,0.154989592154784,68991,0.15499,WYANDOTTE COUNTY LANDBANK,1979  PARALLEL AVE ,1979,,PARALLEL,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R50467,CHELSEA PLACE,10,500,4,1,50,6751.347,Residential highest and best use,270,0,<Null>,<Null>,<Null>,5,<Null>,<Null>,52,1545180,29715,0.939,0,0,0.668,0.673,0.402375,464,,68991,2005,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6751.34661865234,362.278858318193
1166,055709,55709,0.251318601939043,55709,0.251319,WYANDOTTE COUNTY LANDBANK,454 N 31ST ST ,454,N,31ST,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R54681,PARKVIEW,10,500,4,1,67.5,10947.438,Residential highest and best use,840,0,<Null>,<Null>,<Null>,6,<Null>,1,63,3917270,62178.88889,0.974,0,0.866,0.973,0.907,0.695,53,22,55709,1999,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",10947.4383544922,459.492159582714
1167,036356,36356,0.064002029824478,36356,0.064002,WYANDOTTE COUNTY LANDBANK,5708  NOGARD AVE ,5708,,NOGARD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R10685,CARRIAGE HILLS,10,500,8,1,120,2787.928,Residential highest and best use,1090,0,<Null>,<Null>,<Null>,1,<Null>,1,35,3229590,92274,0.317,0,0.866,0.945,0.962,0.534125,204,,36356,0,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2787.92846679688,293.480987439951
1168,133343,133343,0.365374880398058,133343,0.365375,WYANDOTTE COUNTY LANDBANK,2615 W 40TH AVE ,2615,W,40TH,AVE,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R65848,COX ADD,10,500,3,2,100,15915.73,Residential highest and best use,2360,0,LBHD,0,<Null>,3,<Null>,<Null>,47,4247610,90374.68085,0.76,0,0,0.979,0.96,0.432375,340,,133343,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 8 to 15 percent slopes",15915.7298583984,519.714672907691
